id_mutation,nom_station,distance_station_plus_proche
2022-1631801,Pont-Cardinet,285.29547492888656
2022-1631812,Épinettes - Pouchet,270.52837497976674
2022-1631824,Barbès-Rochechouart,43.52933465639068
2022-1631826,Pont Marie,258.71134071933204
2022-1631843,Pont-Cardinet,314.2201316421314
2022-1631851,Crimée,270.40440632660335
2022-1631854,Belleville,221.01613684404327
2022-1631857,Anvers,112.82579263418376
2022-1631864,Porte Maillot,446.608920812151
2022-1631865,Guy Môquet,247.7908951326124
2022-1631871,Angélique Compoint,177.0202358555702
2022-1631874,Crimée,49.70137344591466
2022-1631880,Goncourt,173.13864711531295
2022-1631881,Pereire-Levallois,67.2719315562888
2022-1631881,Pereire-Levallois,67.2719315562888
2022-1631882,Marx Dormoy,67.40041532678804
2022-1631892,Saint-Fargeau,178.34725412830727
2022-1631898,Sentier,174.46399458261087
2022-1631904,Marx Dormoy,297.2043163286179
2022-1631913,Château Rouge,104.83914660282753
2022-1631915,Porte de Clichy,124.34984569982119
2022-1631919,Porte de Bagnolet,257.7721164325324
2022-1631920,Pereire-Levallois,67.2719315562888
2022-1631924,Pelleport,395.91851655052494
2022-1631926,Strasbourg-Saint-Denis,157.53056777933998
2022-1631941,Porte d'Asnières,227.55769955104844
2022-1631952,Guy Môquet,265.8133376660487
2022-1631959,Étienne Marcel,120.64451612984736
2022-1631960,Rome,191.58349033448232
2022-1631971,Pigalle,32.723233286661724
2022-1631972,Porte de Bagnolet,304.24750809792005
2022-1631973,Botzaris,192.84219692214356
2022-1631977,Auber,161.1048722497206
2022-1631978,Porte de Vincennes,209.14978929853797
2022-1631991,Saint-Philippe du Roule,139.06413622225557
2022-1632012,Étienne Marcel,78.61146545970652
2022-1632030,Honoré de Balzac,334.53503571567313
2022-1632056,Avron,209.378517358146
2022-1632067,Crimée,315.07929615075346
2022-1632068,Gambetta,278.96828172172025
2022-1632070,Notre-Dame-de-Lorette,127.26058496288955
2022-1632071,Goncourt,380.11313879067256
2022-1632083,Porte d'Asnières,182.49929458034217
2022-1632099,Riquet,145.46955839145187
2022-1632102,Barbès-Rochechouart,262.3965313901088
2022-1632107,Goncourt,380.11313879067256
2022-1632117,Pont Marie,257.1592827982555
2022-1632128,Blanche,155.09312596345646
2022-1632154,Marx Dormoy,210.69563010755846
2022-1632155,Rambuteau,212.50518021487161
2022-1632161,Jaurès,148.67231533789686
2022-1632163,Porte de Vincennes,191.19705310933332
2022-1632174,Gambetta,524.2961169171356
2022-1632179,Cadet,281.4772025327387
2022-1632182,Liège,179.31285699463388
2022-1632184,Marx Dormoy,377.6360803089892
2022-1632188,Pelleport,196.00941302118684
2022-1632191,Hôtel de Ville,72.07070150719291
2022-1632195,Botzaris,264.54363224960804
2022-1632208,Télégraphe,154.25144894314715
2022-1632209,Pré Saint-Gervais,127.48492780602791
2022-1632218,Malesherbes,309.7117788858369
2022-1632225,Simplon,147.42786545336506
2022-1632232,Château Rouge,78.20149602058473
2022-1632240,Louise Michel,548.8152483109503
2022-1632243,Hôpital Robert Debré,175.2853142685965
2022-1632266,Jourdain,440.6328559923506
2022-1632269,Malesherbes,309.7117788858369
2022-1632271,Gambetta,412.2348915726982
2022-1632279,Nation,328.14356973241127
2022-1632284,Riquet,249.82236071194197
2022-1632285,La Chapelle,281.33392395298085
2022-1632293,Bolivar,68.56366527110968
2022-1632299,Brochant,269.2769150878221
2022-1632304,Simplon,40.14519423697797
2022-1632312,Épinettes - Pouchet,154.59717484818592
2022-1632322,Abbesses,119.62898487932726
2022-1632325,Le Peletier,76.36684836325841
2022-1632326,Bonne Nouvelle,271.1918789030139
2022-1632335,Belleville,271.12538450501575
2022-1632339,Honoré de Balzac,385.01878723673974
2022-1632340,Château Rouge,204.91620790331478
2022-1632351,Étienne Marcel,185.26287050640445
2022-1632353,Étienne Marcel,185.26287050640445
2022-1632368,Pré Saint-Gervais,203.1451569837259
2022-1632376,Corentin Cariou,270.8040423421834
2022-1632385,Porte de Clignancourt,177.12434500409398
2022-1632401,Saint-Paul,158.0759361103312
2022-1632401,Saint-Paul,158.0759361103312
2022-1632401,Saint-Paul,158.0759361103312
2022-1632409,Marx Dormoy,368.07787076621986
2022-1632413,Saint-Paul,158.0759361103312
2022-1632415,Saint-Paul,158.0759361103312
2022-1632416,Saint-Paul,158.0759361103312
2022-1632423,Strasbourg-Saint-Denis,85.66566900775702
2022-1632429,Danube,371.019013037795
2022-1632434,Marx Dormoy,326.9869041584694
2022-1632452,Marcadet-Poissonniers,146.9487909350876
2022-1632470,Brochant,140.7165494355781
2022-1632471,Marx Dormoy,300.16372609099227
2022-1632498,Pont Marie,170.5456564811364
2022-1632500,Porte de Clignancourt,218.67357656064544
2022-1632504,Pyrénées,177.31286272821583
2022-1632507,Château Rouge,197.4933925034604
2022-1632509,Pyramides,82.18100618240402
2022-1632516,Liège,230.24716235998844
2022-1632521,Liège,230.24716235998844
2022-1632523,Belleville,340.13342168368507
2022-1632527,Angélique Compoint,216.8438258684942
2022-1632529,Funiculaire Montmartre Station Basse,116.25293815457188
2022-1632529,Funiculaire Montmartre Station Basse,116.25293815457188
2022-1632531,Étienne Marcel,102.3589496147362
2022-1632536,Château Rouge,224.25185404547418
2022-1632538,Sully-Morland,267.80693344836004
2022-1632541,Poissonnière,129.5392532073987
2022-1632542,Arts et Métiers,120.21824023407612
2022-1632542,Arts et Métiers,120.21824023407612
2022-1632542,Arts et Métiers,120.21824023407612
2022-1632543,Cadet,236.48735901734875
2022-1632546,Cadet,323.01371661593095
2022-1632546,Cadet,323.01371661593095
2022-1632551,Porte de Saint-Ouen,261.8495571183654
2022-1632569,Liège,230.24716235998844
2022-1632574,Châtelet-Les Halles,173.86377228673354
2022-1632577,Liège,230.24716235998844
2022-1632581,Gare du Nord,48.98522144536926
2022-1632583,Belleville,145.11142737210452
2022-1632586,Porte de Clichy,40.45711082685758
2022-1632592,Grands Boulevards,240.07466291933602
2022-1632592,Grands Boulevards,240.07466291933602
2022-1632601,Château Rouge,172.9344397241239
2022-1632602,Jacques Bonsergent,350.4296472392108
2022-1632605,Stalingrad,207.51597151836404
2022-1632616,Bonne Nouvelle,178.97273028140378
2022-1632623,Rambuteau,192.21204087883652
2022-1632627,Bolivar,290.9065100641343
2022-1632629,Château Rouge,275.671952889215
2022-1632632,Séverine,172.66251196704087
2022-1632635,Marx Dormoy,67.77933372001019
2022-1632641,Marx Dormoy,268.7939949954578
2022-1632684,Place de Clichy,253.22551239878328
2022-1632692,Séverine,44.49848240410658
2022-1632694,Maraîchers,368.69002518148085
2022-1632696,La Fourche,136.0473993450739
2022-1632702,Alexandre Dumas,576.6927475977369
2022-1632705,Marie de Miribel,496.6128051372761
2022-1632711,Lamarck-Caulaincourt,385.7130344119873
2022-1632712,Buttes-Chaumont,330.05434902792666
2022-1632718,Arts et Métiers,228.8759056854492
2022-1632724,Château Rouge,396.7166841963495
2022-1632735,Ménilmontant,574.6145762571632
2022-1632740,Alexandre Dumas,413.3878224698328
2022-1632743,Grands Boulevards,166.7016179906126
2022-1632748,Bolivar,162.64419633451462
2022-1632753,Bolivar,162.64419633451462
2022-1632761,Porte de la Chapelle,363.4047237855992
2022-1632763,Brochant,278.02725302121314
2022-1632765,Brochant,195.6453757532355
2022-1632773,Jacques Bonsergent,236.6998605807212
2022-1632776,Alexandre Dumas,576.6927475977369
2022-1632778,Strasbourg-Saint-Denis,105.15572273343007
2022-1632780,Porte de Pantin,207.18629529218393
2022-1632782,Goncourt,268.19041848880687
2022-1632785,Crimée,169.7799488135144
2022-1632787,Goncourt,77.47775448302374
2022-1632787,Goncourt,77.47775448302374
2022-1632789,Ménilmontant,290.32104706339743
2022-1632790,Rosa Parks,273.1976885302295
2022-1632802,Saint-Philippe du Roule,389.02847993386075
2022-1632803,Goncourt,314.5957681438571
2022-1632814,Marx Dormoy,154.59415459207534
2022-1632815,La Chapelle,137.07190927358542
2022-1632819,Liège,149.90488407440046
2022-1632828,Maraîchers,75.01741366123878
2022-1632829,Marx Dormoy,60.22001095820208
2022-1632836,Pyrénées,294.2729472534506
2022-1632838,Neuilly Porte Maillot,491.03532386768967
2022-1632841,Colonel Fabien,338.41024360752056
2022-1632846,Liège,41.12171644104389
2022-1632848,Pelleport,117.21561455919199
2022-1632857,Marx Dormoy,246.67002062978003
2022-1632859,Pyramides,161.35229254273466
2022-1632860,Marx Dormoy,246.67002062978003
2022-1632863,Château d'Eau,70.29081619029023
2022-1632865,Hôpital Robert Debré,79.88154716626455
2022-1632867,Brochant,220.300956611177
2022-1632868,Corentin Cariou,265.8857975083171
2022-1632876,Place des Fêtes,210.8032035968846
2022-1632886,Pelleport,265.05843278538805
2022-1632888,Bolivar,160.59195284895586
2022-1632891,Belleville,312.58651281202657
2022-1632926,Pelleport,234.38185644073485
2022-1632928,Porte de Clignancourt,88.42483791509791
2022-1632938,Lamarck-Caulaincourt,106.34965341238716
2022-1632940,Château Rouge,228.2473041872172
2022-1632943,Château Rouge,215.58517681205598
2022-1632952,Laumière,107.09519799585335
2022-1632953,Temple,159.77801376212437
2022-1632954,Marx Dormoy,175.51377075145768
2022-1632956,Marx Dormoy,32.375305333719766
2022-1632957,Étienne Marcel,112.45586269706287
2022-1632958,Ourcq,190.21694803870957
2022-1632964,Télégraphe,350.8090477787284
2022-1632966,Laumière,186.4077959021189
2022-1632971,Louis Blanc,65.09012053046999
2022-1632972,Porte de Vincennes,199.35907589959365
2022-1632975,Simplon,91.6036270943957
2022-1632983,Barbès-Rochechouart,247.81854335272823
2022-1633004,Jules Joffrin,174.7101602023165
2022-1633040,Château Rouge,273.3684677776156
2022-1633045,Marx Dormoy,249.24119608169914
2022-1633047,Porte d'Asnières,234.27539728411261
2022-1633056,Château d'Eau,208.42512568197122
2022-1633058,Saint-Fargeau,83.99597236858992
2022-1633063,Ourcq,55.00910790883536
2022-1633064,Porte de Bagnolet,101.49038528025045
2022-1633065,Lamarck-Caulaincourt,254.59983524738044
2022-1633066,Brochant,264.57887179008713
2022-1633066,Brochant,264.57887179008713
2022-1633069,Simplon,73.18175240587443
2022-1633076,Buzenval,144.12854999401733
2022-1633078,Villiers,286.95589042106513
2022-1633103,Porte de Bagnolet,141.99933523304168
2022-1633110,Porte d'Asnières,234.27539728411261
2022-1633110,Porte d'Asnières,234.27539728411261
2022-1633113,Lamarck-Caulaincourt,424.5413012807577
2022-1633123,Goncourt,214.9406516284665
2022-1633129,Porte des Lilas,228.18547678541748
2022-1633136,Cadet,137.71812009856617
2022-1633146,Crimée,300.266388795173
2022-1633147,Guy Môquet,130.13258542965895
2022-1633161,Crimée,317.1724320924694
2022-1633167,Ourcq,280.65669528372706
2022-1633177,Stalingrad,164.93081156843024
2022-1633190,Gambetta,300.3617821768331
2022-1633191,Villiers,279.6373716629539
2022-1633198,Blanche,68.85815307835354
2022-1633203,Buzenval,189.85997850245226
2022-1633204,Château d'Eau,269.2447388819714
2022-1633217,Poissonnière,297.117145526534
2022-1633228,Goncourt,205.80133414987483
2022-1633245,Bolivar,160.59195284895586
2022-1633252,Arts et Métiers,203.49339501394624
2022-1633268,Crimée,169.7799488135144
2022-1633272,Marx Dormoy,361.26948851020893
2022-1633273,Filles du Calvaire,322.2065031032124
2022-1633282,Porte d'Asnières,231.71848108210474
2022-1633287,Porte de la Chapelle,363.4047237855992
2022-1633288,Funiculaire Montmartre Station Haute,80.88545679410063
2022-1633297,Château d'Eau,266.29365884136996
2022-1633308,Ourcq,190.21694803870957
2022-1633311,Château d'Eau,266.29365884136996
2022-1633318,Séverine,172.66251196704087
2022-1633319,Château d'Eau,357.31110085469896
2022-1633325,Châtelet,69.3016624060641
2022-1633340,Jules Joffrin,102.96429285828897
2022-1633350,Stalingrad,245.84737658230395
2022-1633352,Riquet,419.3033716625422
2022-1633356,Château d'Eau,266.29365884136996
2022-1633362,Barbès-Rochechouart,243.7197499726841
2022-1633371,Palais Royal - Musée du Louvre,258.19690919179294
2022-1633372,Jacques Bonsergent,105.06876899772666
2022-1633375,Belleville,169.90309986318755
2022-1633387,Château Rouge,118.28398664997074
2022-1633388,Ménilmontant,129.04784631724138
2022-1633395,Abbesses,137.72427690914247
2022-1633398,Rome,389.0800611591186
2022-1633399,Porte de Champerret,144.64015891602676
2022-1633410,Guy Môquet,126.45568117008074
2022-1633411,Rambuteau,114.23038791204253
2022-1633416,Poissonnière,201.4620933956601
2022-1633430,Belleville,399.78362759543364
2022-1633433,Place de Clichy,118.8040927470334
2022-1633436,La Chapelle,276.39367322358447
2022-1633438,Porte de Clignancourt,205.70408824310613
2022-1633440,Maraîchers,228.25352078923763
2022-1633455,Lamarck-Caulaincourt,131.03422089769919
2022-1633459,Jacques Bonsergent,419.91383114905386
2022-1633461,Château d'Eau,128.85802730297013
2022-1633473,Guy Môquet,156.11477929091387
2022-1633483,Ourcq,401.68867948336907
2022-1633490,Marx Dormoy,149.1725299303788
2022-1633491,Château Rouge,212.94155104679896
2022-1633502,Liège,201.61565674607158
2022-1633516,Pré Saint-Gervais,203.1451569837259
2022-1633537,Angélique Compoint,216.8438258684942
2022-1633546,Gambetta,181.6106868815629
2022-1633552,Pigalle,141.3414926279089
2022-1633556,Marcadet-Poissonniers,143.7724160329077
2022-1633559,Malesherbes,153.00003937944123
2022-1633563,Porte de Clichy,35.36772809148731
2022-1633570,Barbès-Rochechouart,320.4033181224642
2022-1633581,Porte de Saint-Ouen,102.01496753146174
2022-1633584,Porte de Clignancourt,123.38713957599715
2022-1633586,Buzenval,315.44143236278535
2022-1633587,Gambetta,276.81332653597394
2022-1633592,Louvre-Rivoli,130.18516178651993
2022-1633592,Louvre-Rivoli,130.18516178651993
2022-1633592,Louvre-Rivoli,130.18516178651993
2022-1633592,Louvre-Rivoli,130.18516178651993
2022-1633597,Pigalle,201.87649317276873
2022-1633609,Château Rouge,317.7914583281831
2022-1633614,Château Rouge,391.89306664973066
2022-1633617,Crimée,54.44239500213168
2022-1633623,Lamarck-Caulaincourt,437.60139057945594
2022-1633644,Angélique Compoint,49.10670155479878
2022-1633659,Colonel Fabien,269.4162912533993
2022-1633676,Ménilmontant,369.61809923058644
2022-1633686,Pont-Cardinet,399.95178200484725
2022-1633692,Hôpital Robert Debré,154.68174431973463
2022-1633697,Séverine,107.1017830454882
2022-1633716,Angélique Compoint,225.43639462474889
2022-1633723,Séverine,107.1017830454882
2022-1633729,Canal Saint-Denis,217.3386109867835
2022-1633737,Maraîchers,317.0167603781377
2022-1633742,Alexandre Dumas,362.08284893418437
2022-1633751,Buttes-Chaumont,257.9408282483386
2022-1633752,Alexandre Dumas,225.52175153910486
2022-1633763,Miromesnil,406.36256461826446
2022-1633772,Alexandre Dumas,391.176489612971
2022-1633773,Rome,187.77050561164756
2022-1633800,Père Lachaise,272.06778173088975
2022-1633812,Villiers,188.46180864524015
2022-1633826,Maraîchers,426.82987653011116
2022-1633829,Danube,181.3877139769671
2022-1633843,Corentin Cariou,263.1024310196908
2022-1633844,Simplon,149.5006158713497
2022-1633864,Gambetta,43.49218373713357
2022-1633875,Saint-Fargeau,293.05385656441325
2022-1633885,Brochant,48.48410656742101
2022-1633899,George V,350.1639427280784
2022-1633906,Simplon,106.30654976599085
2022-1633907,Pelleport,395.91851655052494
2022-1633920,Jaurès,127.66811613424377
2022-1633925,Hôtel de Ville,114.43824127631547
2022-1633930,Pont-Cardinet,360.86184942813054
2022-1633934,Riquet,70.83441905976399
2022-1633947,Porte de Saint-Ouen,33.362143734529916
2022-1633951,Télégraphe,455.4354553767318
2022-1633961,Crimée,102.25925541018003
2022-1633968,Jourdain,114.0981972617459
2022-1633975,Belleville,310.7222281175676
2022-1633981,Saint-Augustin,91.17656911011925
2022-1633984,Poissonnière,175.4484025925394
2022-1633986,Stalingrad,166.38562386375673
2022-1633990,Porte de Clignancourt,180.4741221742016
2022-1633997,Marx Dormoy,269.09393280373564
2022-1634003,Concorde,169.87036228404762
2022-1634014,Alexandre Dumas,576.6927475977369
2022-1634017,Gambetta,312.3938266115214
2022-1634043,Saint-Georges,18.87483309018599
2022-1634044,Père Lachaise,140.5526936292114
2022-1634047,Lamarck-Caulaincourt,359.3253470003736
2022-1634051,Marx Dormoy,166.9653071192442
2022-1634065,Crimée,102.25925541018003
2022-1634068,Pigalle,81.94387848286229
2022-1634076,Rosa Parks,304.6929918693899
2022-1634079,Liège,215.871686608405
2022-1634086,La Chapelle,385.34084530505476
2022-1634087,Abbesses,242.1689683766997
2022-1634096,Botzaris,62.368168417455145
2022-1634102,Télégraphe,245.6915680780123
2022-1634107,Marx Dormoy,385.940294258788
2022-1634109,Courcelles,184.2126205504689
2022-1634115,Adrienne Bolland,137.78874849891048
2022-1634136,Rome,346.4015432251652
2022-1634141,Pelleport,539.0590280268642
2022-1634160,Laumière,261.282004257813
2022-1634182,Porte de Pantin,162.37624266132428
2022-1634192,Stalingrad,161.45666652721465
2022-1634195,Château d'Eau,169.1503734604443
2022-1634197,Gambetta,63.487950707562675
2022-1634201,Neuilly Porte Maillot,380.2810092399499
2022-1634213,Simplon,186.39842115025107
2022-1634220,Jules Joffrin,117.15722592924452
2022-1634222,Bourse,207.43795866348654
2022-1634228,Couronnes,279.09772760077556
2022-1634235,Laumière,129.67769030647537
2022-1634241,Couronnes,285.5355475611823
2022-1634246,Liège,346.65686959467325
2022-1634247,Marx Dormoy,334.14860995166003
2022-1634271,Jules Joffrin,148.29679199743822
2022-1634272,La Fourche,246.70745200251596
2022-1634281,Porte des Lilas,290.24385467168213
2022-1634282,Jules Joffrin,192.52378600713342
2022-1634290,Ménilmontant,374.4368222975435
2022-1634295,Pelleport,189.79753955274225
2022-1634297,Corentin Cariou,270.8040423421834
2022-1634299,Ourcq,195.616872836657
2022-1634300,Gambetta,250.59993980984441
2022-1634302,Crimée,169.7799488135144
2022-1634307,Marx Dormoy,285.7232377930716
2022-1634310,Ourcq,280.65669528372706
2022-1634312,Château Rouge,161.0428300927587
2022-1634320,Avron,193.87521867300185
2022-1634327,Poissonnière,239.79804309017476
2022-1634332,Monceau,224.54969918673177
2022-1634334,Jourdain,114.0981972617459
2022-1634336,Porte de la Chapelle,418.8178992076055
2022-1634342,Barbès-Rochechouart,85.68938339284827
2022-1634345,Marx Dormoy,210.64162001814523
2022-1634346,Bolivar,54.38176100848294
2022-1634357,Louis Blanc,124.05239243862938
2022-1634374,Place de Clichy,169.59340454919965
2022-1634399,Ourcq,190.21694803870957
2022-1634405,Ourcq,280.835894462946
2022-1634410,Château Rouge,377.5063844029915
2022-1634414,Gare du Nord,167.82850302856764
2022-1634418,Lamarck-Caulaincourt,254.59983524738044
2022-1634423,Brochant,274.7204989128071
2022-1634424,Saint-Augustin,228.1108534609367
2022-1634437,Marx Dormoy,210.64162001814523
2022-1634441,Jourdain,596.2999522575844
2022-1634444,Ménilmontant,151.5097702400005
2022-1634446,République,126.2378349499576
2022-1634449,La Chapelle,385.34084530505476
2022-1634452,Guy Môquet,487.76112648263296
2022-1634456,Pereire-Levallois,130.4127540073138
2022-1634464,Ourcq,115.3237468154863
2022-1634465,Crimée,236.36624236036116
2022-1634468,Maraîchers,198.3677045199343
2022-1634474,Porte de Pantin,197.46049624931302
2022-1634479,Belleville,263.88437176466203
2022-1634481,Gambetta,480.235501420163
2022-1634482,Jacques Bonsergent,199.3314243298371
2022-1634484,La Chapelle,112.412790978386
2022-1634493,Marx Dormoy,411.99514459059003
2022-1634499,Pelleport,395.91851655052494
2022-1634510,Bourse,358.03988021447026
2022-1634519,Honoré de Balzac,109.30907909445239
2022-1634522,Marx Dormoy,336.67143289395267
2022-1634523,Simplon,115.02479709408517
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634528,Brochant,218.36739079033825
2022-1634529,Pré Saint-Gervais,203.1451569837259
2022-1634532,Saint-Sébastien-Froissart,93.71129868905105
2022-1634539,Séverine,127.57886051866213
2022-1634541,Gambetta,336.5513344262467
2022-1634542,Lamarck-Caulaincourt,415.3547275376399
2022-1634546,Château Rouge,306.7772199223077
2022-1634549,Saint-Sébastien-Froissart,93.71129868905105
2022-1634558,Cadet,171.75578539301435
2022-1634572,Colonel Fabien,148.07044440202586
2022-1634573,Pelleport,254.9661829954394
2022-1634578,Barbès-Rochechouart,139.46416795890636
2022-1634584,Simplon,151.95112459986015
2022-1634600,Louvre-Rivoli,164.50146519101847
2022-1634613,Jules Joffrin,173.74405994760082
2022-1634620,La Chapelle,204.71356150426465
2022-1634631,Goncourt,179.22658784966183
2022-1634636,Simplon,127.7515639613826
2022-1634644,Maraîchers,124.8115433876626
2022-1634656,Saint-Paul,447.79118044452457
2022-1634662,La Chapelle,311.6588901389202
2022-1634663,Maraîchers,359.2105050572348
2022-1634694,Guy Môquet,247.7908951326124
2022-1634710,Porte de Champerret,216.25726864425826
2022-1634712,Porte de Clignancourt,263.2545132109462
2022-1634715,Porte des Lilas,213.96197861721146
2022-1634724,Guy Môquet,175.9218739557714
2022-1634728,Place de Clichy,186.1418895857563
2022-1634735,Laumière,207.946422272782
2022-1634738,Barbès-Rochechouart,310.97433188330723
2022-1634739,Pelleport,261.1408997642615
2022-1634740,Alexandre Dumas,184.29099027672524
2022-1634746,Poissonnière,126.72290387967064
2022-1634757,Bolivar,160.59195284895586
2022-1634771,Père Lachaise,140.5526936292114
2022-1634773,Château-Landon,237.75835132509337
2022-1634776,Botzaris,192.84219692214356
2022-1634790,Angélique Compoint,216.8438258684942
2022-1634800,Stalingrad,52.66327011203589
2022-1634803,Notre-Dame-de-Lorette,205.70827978510397
2022-1634823,Jacques Bonsergent,421.46567673263223
2022-1634825,Corentin Cariou,263.1024310196908
2022-1634838,Marie de Miribel,374.7031933231271
2022-1634839,Sentier,245.62435795359374
2022-1634841,Saint-Philippe du Roule,389.02847993386075
2022-1634849,Rome,428.7739591062377
2022-1634851,Marx Dormoy,329.12861099395843
2022-1634853,La Fourche,399.68677831963674
2022-1634862,Porte de Clignancourt,185.3461077407001
2022-1634888,Stalingrad,254.75184623128288
2022-1634889,Marx Dormoy,179.70221124952667
2022-1634905,Marcadet-Poissonniers,143.7724160329077
2022-1634917,Ménilmontant,536.2764066674841
2022-1634921,Alexandre Dumas,225.52175153910486
2022-1634924,Bonne Nouvelle,173.90399207582945
2022-1634929,Simplon,355.48741817159635
2022-1634930,Jules Joffrin,222.53018571875765
2022-1634932,Europe,199.12181293648396
2022-1634937,La Chapelle,95.05037595041493
2022-1634952,Courcelles,117.15456138632422
2022-1634957,Château Rouge,193.89799018221058
2022-1634966,Marx Dormoy,314.1250587221898
2022-1634967,Chaussée d'Antin - La Fayette,207.61254120071447
2022-1634983,Alexandre Dumas,225.52175153910486
2022-1634998,Simplon,207.05979530699273
2022-1635010,Buzenval,339.7120776283626
2022-1635011,Pelleport,279.9021341685561
2022-1635023,Guy Môquet,412.90478608819575
2022-1635026,Marx Dormoy,329.12861099395843
2022-1635027,Marcadet-Poissonniers,149.22056089927537
2022-1635029,Crimée,169.7799488135144
2022-1635034,Télégraphe,73.58618099440697
2022-1635035,Porte de Montreuil,207.49505477453027
2022-1635036,Porte de Bagnolet,419.75425760483046
2022-1635038,Château Rouge,173.4002805805283
2022-1635049,Rosa Parks,290.40465839801595
2022-1635065,Marx Dormoy,336.4675698542604
2022-1635070,Grands Boulevards,214.41544403294355
2022-1635102,Pelleport,177.68478781450412
2022-1635132,Marx Dormoy,75.13427979881224
2022-1635137,Laumière,271.9559069315969
2022-1635141,Séverine,146.35436769408673
2022-1635143,Porte de Bagnolet,18.243963664810288
2022-1635152,Gambetta,582.7322536355257
2022-1635166,Crimée,352.08573078128035
2022-1635167,Château Rouge,377.5063844029915
2022-1635170,Bonne Nouvelle,370.38332142453936
2022-1635192,La Chapelle,196.80548788883917
2022-1635197,Marie de Miribel,174.55970409260505
2022-1635201,Jacques Bonsergent,129.2057727113063
2022-1635203,Saint-Fargeau,136.13741468751113
2022-1635210,Épinettes - Pouchet,249.68058198241454
2022-1635216,Poissonnière,93.24013493824744
2022-1635218,Château Rouge,246.6043343287352
2022-1635219,Télégraphe,235.87163968518314
2022-1635224,Porte de Clignancourt,43.99972835313268
2022-1635232,Jaurès,136.9072680083526
2022-1635236,Courcelles,214.64166534029596
2022-1635241,Cadet,309.73210952809603
2022-1635250,Marie de Miribel,564.0796185608501
2022-1635256,Porte Maillot,446.608920812151
2022-1635266,Gambetta,345.40638990151825
2022-1635268,Gambetta,328.20559654320465
2022-1635274,Belleville,192.19761634320474
2022-1635282,Marcadet-Poissonniers,127.06525884173645
2022-1635288,Jourdain,182.86399620966213
2022-1635299,Alexandre Dumas,149.8327309212701
2022-1635300,Ourcq,265.1893572616663
2022-1635303,Rome,261.05081068984856
2022-1635314,Bolivar,70.64203828377903
2022-1635315,Pigalle,76.76784603508409
2022-1635319,Guy Môquet,237.31910142188718
2022-1635320,Porte des Lilas,179.14906042232397
2022-1635322,Télégraphe,179.8378123061854
2022-1635323,Père Lachaise,272.06778173088975
2022-1635324,Brochant,289.5686470278822
2022-1635325,Pereire-Levallois,352.93224610015807
2022-1635335,Liège,392.117470369876
2022-1635337,Pereire-Levallois,67.43907060794461
2022-1635340,Place de Clichy,115.30945932683389
2022-1635341,Marx Dormoy,314.1250587221898
2022-1635345,Séverine,71.72910652820633
2022-1635356,Jourdain,436.0912110772088
2022-1635370,Marie de Miribel,225.1709726256557
2022-1635385,Colonel Fabien,350.1592653259632
2022-1635387,La Chapelle,190.45971516764317
2022-1635388,Laumière,144.43911580021094
2022-1635389,Porte de Bagnolet,59.4535242385573
2022-1635394,Jourdain,200.29877737359755
2022-1635407,Diane Arbus,256.12646852820666
2022-1635409,Saint-Fargeau,270.5439967956788
2022-1635419,Tuileries,139.10840223618086
2022-1635427,Télégraphe,238.3567510044099
2022-1635429,Marx Dormoy,154.59415459207534
2022-1635441,Gambetta,412.05275991733043
2022-1635456,Botzaris,179.7495116644078
2022-1635459,Le Peletier,247.00454784893975
2022-1635461,Rome,292.362785879508
2022-1635462,Strasbourg-Saint-Denis,230.9787289389078
2022-1635464,Angélique Compoint,244.5524542465946
2022-1635466,Étienne Marcel,166.28446534586087
2022-1635493,Télégraphe,268.77231930024396
2022-1635495,Louis Blanc,96.94901954336697
2022-1635501,Buzenval,390.6805304604166
2022-1635502,Porte de Bagnolet,81.34672779227398
2022-1635527,Porte de Vincennes,348.7380359234012
2022-1635528,Pré Saint-Gervais,127.48492780602791
2022-1635551,Château-Landon,157.4502975916681
2022-1635552,Corentin Cariou,53.65135250068725
2022-1635570,Marcadet-Poissonniers,231.34912202480197
2022-1635586,Pyramides,124.35811023318465
2022-1635590,Place de Clichy,130.3406882995892
2022-1635591,Honoré de Balzac,124.21082709372921
2022-1635597,Marx Dormoy,326.9869041584694
2022-1635602,Château d'Eau,225.06868479361614
2022-1635603,Porte de Bagnolet,236.64709851167697
2022-1635610,Strasbourg-Saint-Denis,82.22628939542167
2022-1635614,Strasbourg-Saint-Denis,82.22628939542167
2022-1635615,Porte de Bagnolet,209.65404946179154
