id_mutation,nom_ev,distance_parc_plus_proche
2022-1638585,SQUARE EMILE CHAUTEMPS,477.16275760738733
2022-1638596,JARDIN DES OISEAUX,388.1336126241567
2022-1638599,SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE,290.93993933107447
2022-1638623,SQUARE NADAR,81.75175446911487
2022-1638625,SQUARE MADELEINE TRIBOLATI,403.62086884675205
2022-1638652,JARDIN FRANCOISE HELENE JOURDA,287.96199584760416
2022-1638656,PARC DE BELLEVILLE,432.7389687640472
2022-1638657,JARDIN DE VITALY,137.77231749878436
2022-1638659,JARDIN DE LA RUE DES COURONNES,305.16347119484897
2022-1638669,SQUARE DU PASSAGE LEON,436.8938620009448
2022-1638672,JARDIN DES RUES DES ORTEAUX - CROIX SAINT-SIMON,436.48959177166563
2022-1638678,PROMENADE PC 19 - THIONVILLE - JAURES,455.1236501599467
2022-1638684,SQUARE DES EPINETTES,166.4963079644152
2022-1638686,PARC DE BELLEVILLE,396.23749525540023
2022-1638692,SQUARE DU PASSAGE LEON,397.69971287478324
2022-1638694,SQUARE EMILY DICKINSON,307.72863045552685
2022-1638695,JARDIN DE LA RUE REBEVAL,90.25134275616719
2022-1638696,TERRAIN DE BOULES AVENUE JUNOT,457.4629071550208
2022-1638721,SQUARE SAINT-LAURENT,306.36031664696105
2022-1638726,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,477.4089795123653
2022-1638727,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,96.4854381051329
2022-1638728,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,199.79998720870705
2022-1638731,SQUARE DES BATIGNOLLES,391.7985797780772
2022-1638739,SQUARE MARC SEGUIN,174.30770469634163
2022-1638741,SQUARE RUES BELLEVILLE - TELEGRAPHE,304.62583292563295
2022-1638751,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,118.85667960556258
2022-1638752,SQUARE LOUIS XVI,344.70963659300725
2022-1638755,SQUARE DE LA PLACE PASDELOUP,278.1328890438426
2022-1638763,SQUARE D'ESTIENNE D'ORVES,358.9015924640753
2022-1638763,SQUARE D'ESTIENNE D'ORVES,358.9015924640753
2022-1638765,JARDIN NUSCH ELUARD,182.74398759469568
2022-1638767,SQUARE DU PETIT BOIS,228.25240019011437
2022-1638775,SQUARE LEON SERPOLLET,209.65608256282977
2022-1638777,JARDIN NELSON MANDELA,251.78213899748658
2022-1638778,JARDIN GABRIELE BUFFET,189.40305144967695
2022-1638779,SQUARE MONTHOLON,100.96333387572737
2022-1638793,JARDIN D'EOLE,136.627896190589
2022-1638796,JARDIN DE LA MAIRIE DU IXEME,149.5694229302111
2022-1638798,JARDIN PIXERECOURT,74.72920103413524
2022-1638803,SQUARE DAMPIERRE - ROUVET,234.69893971858366
2022-1638815,SQUARE MARC SEGUIN,330.3088445947335
2022-1638826,SQUARE DU 21 AVRIL 1944,31.148154379829226
2022-1638832,SQUARE DU TEMPLE - ELIE WIESEL,283.52668730379384
2022-1638833,JARDIN DE LA RUE COMPANS,213.9278834200435
2022-1638834,JARDIN DES OISEAUX,210.95122035741574
2022-1638850,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,416.0061853514865
2022-1638858,SQUARE SAINT-BERNARD - SAID BOUZIRI,297.1384722333123
2022-1638860,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,210.71924992555435
2022-1638884,TERRAIN DE BOULES AVENUE JUNOT,313.05229479780934
2022-1638892,JARDIN DE LA MAIRIE DU VIIIEME,549.2383551928489
2022-1638905,SQUARE SERGE REGGIANI,143.3538379496886
2022-1638907,SQUARE DE LA MARSEILLAISE,280.04346407761074
2022-1638912,SQUARE MONTHOLON,275.00232101889816
2022-1638912,SQUARE MONTHOLON,275.00232101889816
2022-1638938,SQUARE MONTHOLON,148.55216509585742
2022-1638941,SQUARE DU DOCTEUR J. J. GRANCHER,198.01960566454588
2022-1638954,SQUARE DU DOCTEUR J. J. GRANCHER,152.48042618589952
2022-1638959,SQUARE ALBERT BESNARD,230.20360269009745
2022-1638963,SQUARE EMILE CHAUTEMPS,408.74248051096527
2022-1638980,JARDIN NUSCH ELUARD,182.74398759469568
2022-1638988,JARDIN DU CLOS DES BLANCS MANTEAUX,206.18555529482762
2022-1639000,JARDIN LEON ZYGUEL,143.49736000904625
2022-1639001,SQUARE DE LA MARSEILLAISE,280.04346407761074
2022-1639003,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),140.42367825970638
2022-1639008,JARDIN PAULE MINCK,241.46958215020635
2022-1639010,SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE,410.6149782275443
2022-1639011,JARDIN DU 60 RUE DE LA JUSTICE,444.9781778247216
2022-1639013,JARDIN PAULE MINCK,241.46958215020635
2022-1639016,SQUARE DU CARDINAL PETIT DE JULLEVILLE,212.9790897656118
2022-1639020,SQUARE JACQUES BIDAUT,262.5001205514257
2022-1639031,SQUARE ALBAN SATRAGNE,331.93348666767423
2022-1639032,SQUARE EUGENE VARLIN,435.7932168920718
2022-1639034,PARC MONCEAU,459.33808151185895
2022-1639040,JARDIN DU VER TETU,203.45123796158532
2022-1639042,SQUARE AMADOU HAMPATE BA,339.75398469256373
2022-1639046,JARDIN DE L'ILOT RIQUET,287.5975381808308
2022-1639047,JARDIN DU VER TETU,393.9464888353598
2022-1639053,PROMENADE RUE D'AUBERVILLIERS,355.4961256962916
2022-1639055,JARDIN DU CARRE DE BAUDOIN,99.02195346417035
2022-1639057,SQUARE SAINT-BERNARD - SAID BOUZIRI,67.22967302995144
2022-1639058,JARDIN DE L'HOPITAL SAINT-LOUIS,176.96190665557705
2022-1639063,SQUARE RUES BELLEVILLE - TELEGRAPHE,305.2127177632936
2022-1639065,JARDIN DE L'ILOT RIQUET,156.7450454190404
2022-1639073,JARDIN DU VER TETU,338.6406614234754
2022-1639076,SQUARE EMILY DICKINSON,328.82042976692605
2022-1639079,SQUARE DES RECOLLETS,177.16524833588952
2022-1639080,JARDIN DE LA BIBLIOTHEQUE THIERS (FONDATION DOSNE),226.81084274623228
2022-1639083,SQUARE DES BATIGNOLLES,487.7349319114751
2022-1639083,SQUARE DES BATIGNOLLES,487.7349319114751
2022-1639083,SQUARE DES BATIGNOLLES,487.7349319114751
2022-1639090,JARDIN PAUL DIDIER,51.41776358439015
2022-1639094,SQUARE ERNEST GOUIN,477.05602934610044
2022-1639097,SQUARE DE LA RUE CURIAL,151.61555947257887
2022-1639103,JARDIN DE LA RUE DU SIMPLON (JARDIN D'ENFANTS),300.19850553834897
2022-1639104,SQUARE LOUISE DE MARILLAC,80.92216820701312
2022-1639108,JARDIN PAULE MINCK,420.1883212571439
2022-1639108,JARDIN PAULE MINCK,420.1883212571439
2022-1639113,MAIL MARCEL ACHARD,193.57149171931056
2022-1639117,SQUARE JEAN LECLAIRE,207.48106647592132
2022-1639122,JARDIN DES ARTS -  ALBERT SCHWEITZER,175.05694157505036
2022-1639132,SQUARE ALBAN SATRAGNE,138.00937492567112
2022-1639138,JARDIN GABRIELE BUFFET,232.62713769003153
2022-1639141,JARDIN DE LA RUE COMPANS,224.72948451436275
2022-1639146,SQUARE MARC SEGUIN,164.85160360677506
2022-1639147,JARDIN MARIA VERONE,282.4763301833584
2022-1639149,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,175.74567066769959
2022-1639158,JARDIN DE L'HOTEL SALE - LEONOR FINI,86.65628527348859
2022-1639159,JARDIN DE L'HOTEL SALE - LEONOR FINI,86.65628527348859
2022-1639164,PROMENADE PC 17 TRANCHEE PEREIRE,185.14788273178476
2022-1639167,JARDIN DU 8 RUE DE LA MADONE (JARDIN EVANGILE),171.08447405580424
2022-1639169,SQUARE DAMPIERRE - ROUVET,232.74618761565523
2022-1639170,JARDIN DE LA RUE COMPANS,583.2705928000588
2022-1639173,JARDIN DE L'ILOT RIQUET,287.5975381808308
2022-1639177,SQUARE DES BATIGNOLLES,315.81385226587923
2022-1639179,SQUARE LOUVOIS,418.9028590448554
2022-1639186,JARDIN PIERRE SEGHERS,269.6125699112671
2022-1639195,SQUARE MARC SEGUIN,330.3088445947335
2022-1639204,TERRAIN DE BOULES AVENUE JUNOT,220.88212899357413
2022-1639207,JARDIN FRANCOISE HELENE JOURDA,69.99204059350723
2022-1639217,SQUARE ARISTIDE CAVAILLE-COLL,453.0894887574276
2022-1639224,SQUARE DU CAPORAL PEUGEOT,92.11006746509386
2022-1639238,SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE,254.9297559237323
2022-1639239,JARDIN DE LA RUE DU SIMPLON (JARDIN D'ENFANTS),300.19850553834897
2022-1639241,SQUARE HELENE,594.4074267643722
2022-1639244,SQUARE EUGENIE COTTON,376.7736289261035
2022-1639247,SQUARE DU PASSAGE LEON,275.65733539004503
2022-1639248,SQUARE MADELEINE TRIBOLATI,301.793992366023
2022-1639251,SQUARE JACQUES BIDAUT,240.4667328815899
2022-1639258,SQUARE ARISTIDE CAVAILLE-COLL,164.33634498831364
2022-1639259,SQUARE ARISTIDE CAVAILLE-COLL,164.33634498831364
2022-1639259,SQUARE ARISTIDE CAVAILLE-COLL,164.33634498831364
2022-1639260,SQUARE ARISTIDE CAVAILLE-COLL,164.33634498831364
2022-1639260,SQUARE ARISTIDE CAVAILLE-COLL,164.33634498831364
2022-1639263,SQUARE COLBERT,258.4875233340873
2022-1639264,SQUARE MONTHOLON,184.14812271284885
2022-1639275,SQUARE DES BATIGNOLLES,335.0371551828975
2022-1639276,PARC DE BELLEVILLE,477.2944457407887
2022-1639284,JARDIN DES RUES MARONITES - PRESSOIR,87.55025327870436
2022-1639286,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,436.0217979814279
2022-1639288,JARDIN DE NOTRE DAME DE FATIMA,174.16748071314714
2022-1639311,SQUARE ERNEST GOUIN,234.66445105491744
2022-1639324,JARDIN CROMOT-DU BOURG,358.9582591235587
2022-1639328,SQUARE NADAR,147.93744735904997
2022-1639331,SQUARE DES SAINTS-SIMONIENS - MENILMONTANT,143.16199410073108
2022-1639347,SQUARE SAINT-GILLES - GRAND VENEUR - PAULINE ROLAND,192.20878750407263
2022-1639353,SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE,371.10086244338686
2022-1639357,SQUARE NADAR,147.93744735904997
2022-1639361,JARDIN DU CLOS DES BLANCS MANTEAUX,258.34498962387715
2022-1639366,SQUARE RAYMOND SOUPLEX,177.81941360144071
2022-1639372,SQUARE DE JESSAINT,84.49020380663511
2022-1639391,PROMENADE PEREIRE - GUERSANT / TERNES,367.3904503139568
2022-1639397,SQUARE DES GRES,204.11142288958436
2022-1639400,SQUARE DES EPINETTES,319.4483738753474
2022-1639401,JARDIN LUC HOFFMANN,195.57024823563958
2022-1639403,JARDIN PAULE MINCK,266.172201453099
2022-1639407,SQUARE DU PASSAGE LEON,332.5982383326653
2022-1639412,JARDIN HENRI SAUVAGE,402.37748602477757
2022-1639415,SQUARE EMILY DICKINSON,35.36957531651736
2022-1639416,SQUARE SAINTE-ODILE,86.0836259608957
2022-1639417,SQUARE D'ESTIENNE D'ORVES,114.251935985342
2022-1639421,PARC DES BUTTES CHAUMONT,337.171141385382
2022-1639455,JARDIN NUSCH ELUARD,109.33184843384785
2022-1639456,JARDIN HENRI SAUVAGE,467.0212695187749
2022-1639457,SQUARE EMMANUEL FLEURY,347.85195334242286
2022-1639461,SQUARE EMILY DICKINSON,101.61666625555772
2022-1639465,SQUARE DE LA SALAMANDRE,276.2461869519717
2022-1639466,SQUARE DU PASSAGE LEON,50.933311810250075
2022-1639467,SQUARE DU PASSAGE LEON,50.933311810250075
2022-1639477,SQUARE DU PASSAGE MONCEY,319.04629947364634
2022-1639489,SQUARE DU SERGENT AURELIE SALEL,139.36233622530256
2022-1639494,SQUARE LOUIS XVI,722.386137626092
2022-1639494,SQUARE LOUIS XVI,722.386137626092
2022-1639511,JARDIN NUSCH ELUARD,197.70289521363898
2022-1639512,PROMENADE PC 19 - THIONVILLE - JAURES,230.69187565306515
2022-1639515,SQUARE LEON SERPOLLET,314.5039649302994
2022-1639518,SQUARE AMADOU HAMPATE BA,609.0865847087314
2022-1639526,SQUARE SAINTE-HELENE,138.29266076742078
2022-1639527,SQUARE DU 21 AVRIL 1944,607.1714965039884
2022-1639532,SQUARE MARCEL SEMBAT,270.0267607289914
2022-1639536,SQUARE EMILY DICKINSON,181.105799865202
2022-1639538,SQUARE DE LA PLACE DAUPHINE,275.0485197420535
2022-1639545,SQUARE LOUISE MICHEL,138.67957996842472
2022-1639548,PARC DES BUTTES CHAUMONT,445.3509357382869
2022-1639563,JARDIN PIXERECOURT,72.39711297948362
2022-1639571,SQUARE NADAR,147.93744735904997
2022-1639581,MAIL MARCEL ACHARD,290.7163059235719
2022-1639582,SQUARE ARISTIDE CAVAILLE-COLL,352.11046049294504
2022-1639585,JARDIN DE NOTRE DAME DE FATIMA,185.1955626129552
2022-1639589,PLATE-BANDES DU BOULEVARD SERURIER ESPACE CANIN,56.24305042091249
2022-1639604,SQUARE DE LA RUE HENRI HUCHARD,309.76459587080495
2022-1639607,SQUARE DE LA TOUR SAINT-JACQUES,574.1578821813106
2022-1639610,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,61.502983365998425
2022-1639612,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,368.07936467386025
2022-1639613,JARDIN DE NOTRE DAME DE FATIMA,199.58561433509092
2022-1639617,SQUARE SERGE REGGIANI,395.7087165523598
2022-1639618,SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE,436.73225849267766
2022-1639622,JARDIN PAULE MINCK,450.6509825261939
2022-1639629,SQUARE MARCEL MOULOUDJI,598.34776527112
2022-1639638,SQUARE SAINT-LAURENT,380.4102651166635
2022-1639642,SQUARE YILMAZ GUNEY,364.3128115637954
2022-1639648,SQUARE EMILE CHAUTEMPS,416.4504749997687
2022-1639649,JARDIN D'EOLE,455.7406763958709
2022-1639665,SQUARE SAINT-BERNARD - SAID BOUZIRI,330.12854815132323
2022-1639666,JARDIN HENRI SAUVAGE,102.37834223528874
2022-1639672,JARDIN DES OISEAUX,396.68513698279787
2022-1639676,SQUARE DU PASSAGE MONCEY,484.7093580623469
2022-1639677,SQUARE DE LA MADONE,111.7213341646251
2022-1639678,SQUARE DU PASSAGE LEON,130.12670491301546
2022-1639685,JARDIN ARNAUD BELTRAME,197.74482165415873
2022-1639698,PROMENADE PC 19 - THIONVILLE - JAURES,264.2069810667796
2022-1639705,SQUARE HELENE,169.51071593752675
2022-1639707,SQUARE SAINT-LAURENT,323.13855550962825
2022-1639715,SQUARE RUE PETIT,108.40523482015544
2022-1639723,JARDIN DE LA RUE COMPANS,139.03147810306257
2022-1639729,SQUARE JEAN LECLAIRE,207.48106647592132
2022-1639731,SQUARE YILMAZ GUNEY,135.07996818729984
2022-1639739,JARDIN NELSON MANDELA,300.20485218631177
2022-1639745,SQUARE EMILE CHAUTEMPS,196.64474614554035
2022-1639746,SQUARE DES SAINTS-SIMONIENS - MENILMONTANT,69.81421700073321
2022-1639747,SQUARE DU PETIT BOIS,340.0099729826341
2022-1639752,JARDIN DE LA RUE NOEL BALLAY,152.57877458491006
2022-1639754,JARDIN PAULE MINCK,120.30635127272703
2022-1639755,SQUARE DU PASSAGE MONCEY,424.7219539219688
2022-1639759,SQUARE SAINTE-HELENE,312.33020970081304
2022-1639768,JARDIN NUSCH ELUARD,64.88584856855898
2022-1639784,PROMENADE PC 19 - THIONVILLE - JAURES,308.72901857564415
2022-1639787,SQUARE JEHAN RICTUS,352.42492425361473
2022-1639790,SQUARE NADAR,145.06566303110566
2022-1639793,SQUARE YILMAZ GUNEY,230.66272802093286
2022-1639801,JARDIN DE LA RUE COMPANS,83.526350918605
2022-1639811,SQUARE EDOUARD VAILLANT,157.63368939091885
2022-1639814,JARDIN PAULE MINCK,143.49515705858977
2022-1639817,PROMENADE PEREIRE - LEBON / GUERSANT,596.48233048632
2022-1639824,JARDIN DES RUES MARONITES - PRESSOIR,174.04218147775813
2022-1639826,JARDIN DES OISEAUX,232.58321840593268
2022-1639833,JARDIN SAINT-LAZARE,337.2865304835282
2022-1639838,SQUARE PAUL ROBIN,273.2207905238527
2022-1639853,JARDIN CROMOT-DU BOURG,199.99191215665374
2022-1639862,SQUARE DU 21 AVRIL 1944,607.1714965039884
2022-1639864,SQUARE DES RECOLLETS,293.02723698529064
2022-1639868,SQUARE RUES BELLEVILLE - TELEGRAPHE,127.79195049393705
2022-1639885,JARDIN D'EOLE,504.63686897086524
2022-1639888,SQUARE RUE PETIT,83.80961925981069
2022-1639889,SQUARE DES EPINETTES,274.397730530959
2022-1639894,SQUARE LOUISE DE MARILLAC,185.21079897084599
2022-1639903,PROMENADE PC 19 - THIONVILLE - JAURES,297.74293464725105
2022-1639912,JARDIN DE LA RUE DU SIMPLON (JARDIN D'ENFANTS),424.2325947929301
2022-1639921,SQUARE DE LA TOUR SAINT-JACQUES,315.281070393866
2022-1639931,JARDIN DE L'ILOT RIQUET,270.11374665797143
2022-1639932,SQUARE DE LA RUE HENRI HUCHARD,304.4403528438373
2022-1639946,ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES,215.26222092303234
2022-1639949,SQUARE RUES BELLEVILLE - TELEGRAPHE,146.44339479129974
2022-1639976,JARDIN DE L'HOSPICE DEBROUSSE,167.6451427496777
2022-1639984,JARDIN TERESKA TORRES-LEVIN,689.4434319805847
2022-1639993,SQUARE HELENE,85.9539405624771
2022-1640009,SQUARE ERNEST GOUIN,449.92838913193697
2022-1640010,SQUARE JULIETTE DODU,539.8918655597022
2022-1640013,ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES,159.87697144853146
2022-1640018,JARDIN DE LA MAIRIE DU IXEME,422.03891735969347
2022-1640035,SQUARE EUGENIE COTTON,299.8278297353378
2022-1640036,SQUARE MADELEINE TRIBOLATI,236.8951656287142
2022-1640048,SQUARE DU PASSAGE LEON,486.27548691476153
2022-1640051,JARDIN DES RUES MARONITES - PRESSOIR,35.09172010776793
2022-1640052,SQUARE LOUISE MICHEL,127.10963212083371
2022-1640055,SQUARE ARISTIDE CAVAILLE-COLL,258.4986501826596
2022-1640059,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,178.81900418858507
2022-1640066,SQUARE DES BATIGNOLLES,512.8199167474716
2022-1640069,JARDIN PIERRE SEGHERS,378.176110880127
2022-1640076,JARDIN PAUL DIDIER,413.4154659344792
2022-1640078,JARDIN NUSCH ELUARD,303.17296527676547
2022-1640083,JARDIN DU CARRE DE BAUDOIN,214.39973755500097
2022-1640085,SQUARE ALEXANDRE LUQUET,47.47293311097056
2022-1640089,JARDIN DU CLOS DES BLANCS MANTEAUX,163.5330289252064
2022-1640091,SQUARE ERNEST GOUIN,375.9833726942096
2022-1640111,SQUARE CARPEAUX,223.66336109131962
2022-1640113,SQUARE DE LA VILLA SAINTE-CROIX,204.47601232077815
2022-1640116,SQUARE DU SERGENT AURELIE SALEL,194.66661949059178
2022-1640119,JARDIN DU VER TETU,393.9464888353598
2022-1640133,SQUARE JACQUES BIDAUT,473.92816154116736
2022-1640135,JARDIN DAMIA,265.4568699763927
2022-1640136,SQUARE DU PASSAGE MONCEY,309.6307667348803
2022-1640146,SQUARE DE L'AMERIQUE LATINE,242.32301484681054
2022-1640148,SQUARE SAINT-GILLES - GRAND VENEUR - PAULINE ROLAND,113.49142359355481
2022-1640150,SQUARE JOEL LE TAC,201.60681481630598
2022-1640155,JARDIN LUC HOFFMANN,228.5809523635139
2022-1640165,SQUARE RUE PETIT,317.3756299681484
2022-1640166,SQUARE DU QUAI DE LA LOIRE,455.7266771412314
2022-1640168,SQUARE DU PASSAGE MONCEY,499.48879362316274
2022-1640174,SQUARE DU TEMPLE - ELIE WIESEL,536.205692814322
2022-1640178,JARDIN DE LA MAIRIE DU VIIIEME,507.95618838683356
2022-1640182,SQUARE DU PASSAGE LEON,403.7105060696067
2022-1640189,JARDIN LUC HOFFMANN,461.00165541116695
2022-1640190,SQUARE YILMAZ GUNEY,286.7623700475119
2022-1640191,JARDIN DES PETITES RIGOLES,61.4021743328323
2022-1640194,SQUARE ERNEST CHAUSSON,172.57551998876153
2022-1640200,JARDIN DE NOTRE DAME DE FATIMA,303.27467699837337
2022-1640209,SQUARE MONTHOLON,41.634438108289665
2022-1640220,SQUARE EDOUARD VAILLANT,376.1882962695752
2022-1640221,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,315.8676081571355
2022-1640221,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,315.8676081571355
2022-1640230,SQUARE DU PASSAGE MONCEY,266.8618374745412
2022-1640231,PROMENADE RUE D'AUBERVILLIERS,106.50652150098253
2022-1640242,SQUARE ERNEST GOUIN,394.4088352062702
2022-1640243,PROMENADE DU COURS ALBERT 1ER,524.6246579067964
2022-1640247,JARDIN DE LA RUE DES COURONNES,148.02041137848218
2022-1640269,SQUARE D'ESTIENNE D'ORVES,319.53226476287125
2022-1640275,JARDIN DE LA RUE REBEVAL,200.5169773966658
2022-1640286,JARDIN PAULE MINCK,105.38238646749971
2022-1640290,SQUARE DES RECOLLETS,153.92379203943528
2022-1640297,SQUARE DES BATIGNOLLES,453.82977118671874
2022-1640298,JARDIN DU VER TETU,338.6406614234754
2022-1640306,SQUARE LOUISE DE MARILLAC,170.5790652177944
2022-1640307,JARDIN NUSCH ELUARD,182.74398759469568
2022-1640313,SQUARE RUES BELLEVILLE - TELEGRAPHE,146.44339479129974
2022-1640315,SQUARE SARAH BERNHARDT,199.16763396990885
2022-1640332,JARDIN DES RUES MARONITES - PRESSOIR,56.10792059307546
2022-1640340,JARDIN PAUL DIDIER,205.39003559917163
2022-1640343,SQUARE AMADOU HAMPATE BA,208.4511019751233
2022-1640353,SQUARE EMILE CHAUTEMPS,167.2424211417453
2022-1640358,SQUARE DU TEMPLE - ELIE WIESEL,366.4448922668701
2022-1640359,JARDIN MARIA VERONE,214.9855525513561
2022-1640372,JARDIN DE LA BIBLIOTHEQUE THIERS (FONDATION DOSNE),226.81084274623228
2022-1640377,SQUARE DE LA RUE CURIAL,323.2950081925687
2022-1640378,SQUARE SAINT-BERNARD - SAID BOUZIRI,46.60445943386743
2022-1640379,PROMENADE DU COURS ALBERT 1ER,536.4252221769473
2022-1640391,SQUARE SERGE REGGIANI,357.5665950328634
2022-1640398,JARDIN FRANCOISE HELENE JOURDA,123.55498612579008
2022-1640398,JARDIN FRANCOISE HELENE JOURDA,123.55498612579008
2022-1640408,JARDIN DU VER TETU,194.86926222290342
2022-1640415,SQUARE DE LA SALAMANDRE,187.2611220207604
2022-1640432,JARDIN DE LA BIBLIOTHEQUE THIERS (FONDATION DOSNE),258.2442939118917
2022-1640436,PLATE-BANDES DU BOULEVARD SERURIER ESPACE CANIN,327.152238296106
2022-1640438,JARDIN DE L EGLISE SAINT GERMAIN DE CHARONNE,182.47975452170985
2022-1640442,SQUARE DU PASSAGE LEON,212.4389317164337
2022-1640451,JARDIN DE L'HOPITAL SAINT-LOUIS,182.27934259924064
2022-1640452,JARDIN DAMIA,97.13990631883213
2022-1640457,SQUARE ANTOINE BLONDIN,231.54266810426142
2022-1640464,SQUARE LOUISE MICHEL,386.1323800011606
2022-1640465,SQUARE LOUISE MICHEL,386.1323800011606
2022-1640469,SQUARE DES GRES,52.95694184169846
2022-1640470,JARDIN MARIELLE-FRANCO,91.54173485063883
2022-1640472,SQUARE SAINT-BERNARD - SAID BOUZIRI,162.50912673332667
2022-1640475,SQUARE DU 21 AVRIL 1944,607.1714965039884
2022-1640478,JARDIN DU CARRE DE BAUDOIN,121.67696441379849
2022-1640480,SQUARE JEAN LECLAIRE,175.51745390560436
2022-1640490,SQUARE NADAR,102.67159210746424
2022-1640500,SQUARE DU PASSAGE MONCEY,253.38768220484704
2022-1640511,SQUARE DU PASSAGE LEON,451.78341389076047
2022-1640516,SQUARE ERNEST CHAUSSON,131.73653549816183
2022-1640517,SQUARE MARC SEGUIN,325.32707202196303
2022-1640548,SQUARE EMILY DICKINSON,127.98547202601834
2022-1640558,JARDIN DE L'ILOT RIQUET,287.5975381808308
2022-1640560,SQUARE CARPEAUX,348.6761165343049
2022-1640561,SQUARE FREDERIC LEMAITRE,463.85304017794044
2022-1640566,JARDIN DE LA RUE COMPANS,149.44411783020726
2022-1640573,PROMENADE PC 19 - THIONVILLE - JAURES,448.0744820318895
2022-1640579,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,538.5019545500702
2022-1640588,JARDIN SAINT-VINCENT,205.77856859141488
2022-1640593,JARDIN DES RUES DES ORTEAUX - CROIX SAINT-SIMON,122.67018991202133
2022-1640604,JARDIN MARIA VERONE,117.08939609495161
2022-1640620,SQUARE DU TEMPLE - ELIE WIESEL,291.9655619959653
2022-1640623,PARC MARCEL BLEUNSTEIN-BLANCHET DIT PARC DE LA TURLURE,392.1722016758625
2022-1640630,SQUARE DU TEMPLE - ELIE WIESEL,536.205692814322
2022-1640630,SQUARE DU TEMPLE - ELIE WIESEL,536.205692814322
2022-1640647,SQUARE JACQUES GRYNBERG,80.7709600194771
2022-1640648,JARDIN DE LA RUE GINETTE NEVEU,408.28643393174275
2022-1640655,JARDIN DES OISEAUX,87.30959457182227
2022-1640659,JARDIN HENRI SAUVAGE,130.60102038113072
2022-1640673,SQUARE RAYMOND SOUPLEX,65.00949665632784
2022-1640683,SQUARE JULES FERRY,149.02127649233455
2022-1640688,SQUARE EMILE CHAUTEMPS,298.15783562962815
2022-1640689,PARC DE BELLEVILLE,572.0772726971384
2022-1640691,SQUARE ARISTIDE CAVAILLE-COLL,208.17532669968355
2022-1640693,SQUARE EDOUARD VAILLANT,418.1018484413191
2022-1640702,SQUARE DU PASSAGE LEON,220.78754923839807
2022-1640703,SQUARE ALBAN SATRAGNE,81.20124362145064
2022-1640718,PROMENADE PEREIRE - PROMENADE GILBERTE BROSSOLETTE,363.5880348600821
2022-1640725,JARDIN DE LA BIBLIOTHEQUE THIERS (FONDATION DOSNE),289.83304960987147
2022-1640736,JARDIN PIERRE SEGHERS,393.9526182905693
2022-1640763,JARDIN PAULE MINCK,283.4127323411222
2022-1640764,SQUARE SAINTE-HELENE,183.5759083740377
2022-1640768,SQUARE OLAVE ET ROBERT BADEN-POWELL,156.00250529742007
2022-1640773,SQUARE DE LA RUE CURIAL,198.55799110942755
2022-1640781,JARDIN DU 8 RUE DE LA MADONE (JARDIN EVANGILE),128.69055565693208
2022-1640786,SQUARE HELENE,259.29178823150875
2022-1640806,JARDIN PAULE MINCK,352.00160017859645
2022-1640815,JARDIN CROMOT-DU BOURG,325.84194856295244
2022-1640817,SQUARE ERNEST GOUIN,133.8474857826206
2022-1640830,SQUARE DU SERGENT AURELIE SALEL,142.67506829645882
2022-1640831,SQUARE DES EPINETTES,358.86405099353965
2022-1640832,SQUARE MONTHOLON,242.22876797158662
2022-1640838,SQUARE ALEX BISCARRE,349.2570682915708
2022-1640842,JARDIN DE LA FONDATION NATIONALE DES ARTS GRAPHIQUES ET PLASTIQUES SALOMON DE ROTHSCHILD,229.69186095878936
2022-1640855,PROMENADE PC 17 TRANCHEE PEREIRE,242.12708682231312
2022-1640857,SQUARE DU PASSAGE LEON,129.92517708385574
2022-1640859,JARDIN CLAIRE MOTTE,52.37489900387143
2022-1640866,SQUARE JOEL LE TAC,78.7500622920933
2022-1640872,PARC DE BELLEVILLE,185.98150688916294
2022-1640875,JARDIN DES RUES DES ORTEAUX - CROIX SAINT-SIMON,200.02449915218654
