id_mutation,nom_ev,distance_parc_plus_proche
2022-1631206,JARDIN DE VITALY,118.018977690014
2022-1631212,JARDIN DE VITALY,248.44595589647943
2022-1631221,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,436.0217979814279
2022-1631231,SQUARE DE LA SALAMANDRE,34.979408150461246
2022-1631237,TERRAIN DE BOULES AVENUE JUNOT,145.92644479990838
2022-1631247,ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES,139.41337253465397
2022-1631248,JARDIN HEROLD,352.74521044941343
2022-1631258,SQUARE EMILY DICKINSON,332.22102618204224
2022-1631267,SQUARE DES DEUX NETHES,209.72876777158154
2022-1631270,SQUARE DU PETIT BOIS,431.535237839414
2022-1631275,JARDIN SERGE GAINSBOURG,200.38411939558648
2022-1631284,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,542.5192862271872
2022-1631292,SQUARE DES BATIGNOLLES,500.969175760114
2022-1631295,SQUARE DES GRES,219.7506983858571
2022-1631303,ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES,358.76446218636954
2022-1631309,SQUARE DU PASSAGE LEON,486.27548691476153
2022-1631319,PARC MARCEL BLEUNSTEIN-BLANCHET DIT PARC DE LA TURLURE,156.9205264971193
2022-1631325,JARDIN D'EOLE,306.36387857038005
2022-1631327,SQUARE CARPEAUX,203.88747106185238
2022-1631331,JARDIN DES ARTS -  ALBERT SCHWEITZER,332.59564964256117
2022-1631332,MAIL MARCEL ACHARD,290.1004953598789
2022-1631333,SQUARE MARCEL PAGNOL,678.3568594689511
2022-1631336,PARC DE BELLEVILLE,540.639123057546
2022-1631338,SQUARE ALBERT BESNARD,247.0050825904351
2022-1631346,PROMENADE PEREIRE - PROMENADE GILBERTE BROSSOLETTE,628.3152919316842
2022-1631353,SQUARE DE LA RUE CURIAL,278.6258727217813
2022-1631356,SQUARE DES BATIGNOLLES,354.4717191027107
2022-1631367,SQUARE DU CARDINAL PETIT DE JULLEVILLE,212.9790897656118
2022-1631369,SQUARE JEROME BELLAT,63.892418710390444
2022-1631370,SQUARE ALBERT BESNARD,247.0050825904351
2022-1631372,JARDIN DE L'HOSPICE DEBROUSSE,390.08664583078
2022-1631373,SQUARE DE LA RUE HENRI HUCHARD,301.3391759343814
2022-1631377,JARDIN DE LA RUE REBEVAL,168.88429893595855
2022-1631389,SQUARE EUGENE VARLIN,435.7932168920718
2022-1631398,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,190.7072927852033
2022-1631404,JARDIN FRANCOISE HELENE JOURDA,119.67134319919613
2022-1631409,JARDIN HENRI SAUVAGE,414.4272288173195
2022-1631417,SQUARE SERGE REGGIANI,298.48791178628113
2022-1631421,JARDIN RUE DU CHALET,348.6274377153926
2022-1631434,SQUARE SERGE REGGIANI,269.84948358252495
2022-1631445,SQUARE EMILE CHAUTEMPS,321.8203782037167
2022-1631450,SQUARE CARPEAUX,216.31649058330015
2022-1631452,JARDIN FRANCOISE HELENE JOURDA,287.96199584760416
2022-1631456,JARDIN DE LA RUE REBEVAL,107.65971961342179
2022-1631467,JARDIN DE L'HOSPICE DEBROUSSE,160.46107467411437
2022-1631468,JARDIN CROMOT-DU BOURG,216.05197660000047
2022-1631486,SQUARE DU DOCTEUR J. J. GRANCHER,123.26079897829187
2022-1631490,JARDIN NATUREL-PIERRE EMMANUEL,126.62480793512381
2022-1631495,SQUARE RAYMOND SOUPLEX,80.45730815511824
2022-1631502,JARDIN DE LA GARE DE CHARONNE,205.41074549229825
2022-1631511,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,269.07866108454164
2022-1631512,SQUARE DU PASSAGE MONCEY,176.9024741314888
2022-1631517,SQUARE DU CARDINAL PETIT DE JULLEVILLE,212.9790897656118
2022-1631519,SQUARE DU PASSAGE LEON,397.68284208813134
2022-1631521,JARDIN NATUREL-PIERRE EMMANUEL,263.8177263248264
2022-1631524,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,169.90068392597348
2022-1631524,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,169.90068392597348
2022-1631529,SQUARE ARISTIDE CAVAILLE-COLL,242.13217397579203
2022-1631539,JARDIN SERGE GAINSBOURG,200.38411939558648
2022-1631541,SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE,306.20867278889983
2022-1631542,SQUARE ALBAN SATRAGNE,297.0894385803643
2022-1631552,SQUARE LOUVOIS,93.8893104658027
2022-1631553,SQUARE MARCEL MOULOUDJI,145.30494291079305
2022-1631559,SQUARE EMILE CHAUTEMPS,343.819806947296
2022-1631560,SQUARE HELENE,242.48759230424542
2022-1631565,PROMENADE RUE D'AUBERVILLIERS,226.1054783702369
2022-1631567,JARDIN DAMIA,205.26271853907147
2022-1631573,JARDIN HEROLD,270.4980492747608
2022-1631575,PROMENADE PEREIRE - GUERSANT / TERNES,477.04552306636083
2022-1631586,SQUARE DU PASSAGE MONCEY,107.9561680094474
2022-1631599,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,56.591231602001045
2022-1631604,ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES,317.43314124911274
2022-1631610,SQUARE LOUVOIS,319.9599766084806
2022-1631617,SQUARE ERNEST GOUIN,145.82397646147336
2022-1631621,PARC MONCEAU,462.8615934220316
2022-1631627,JARDIN DE LA RUE DU SIMPLON (JARDIN D'ENFANTS),424.2325947929301
2022-1631639,SQUARE JACQUES BIDAUT,388.67524064824585
2022-1631641,SQUARE LOUISE MICHEL,264.4584790831568
2022-1631662,SQUARE BERLIOZ,57.53844898371339
2022-1631667,SQUARE LOUVOIS,29.638864697894242
2022-1631673,JARDIN DE L'HOSPICE DEBROUSSE,160.46107467411437
2022-1631678,SQUARE DES RECOLLETS,397.40048420521555
2022-1631681,PROMENADE PC 17 TRANCHEE PEREIRE,569.0430927765119
2022-1631685,PROMENADE PC 17 TRANCHEE PEREIRE,569.0430927765119
2022-1631692,JARDIN HENRI SAUVAGE,196.29368497812362
2022-1631707,SQUARE PAUL ROBIN,186.28844838346947
2022-1631711,SQUARE RUES BELLEVILLE - TELEGRAPHE,127.79195049393705
2022-1631714,JARDIN DE LA MAIRIE DU VIIIEME,601.3524738064222
2022-1631716,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,108.0207082254046
2022-1631717,SQUARE DE L'EGLISE NOTRE-DAME DE LA CROIX,222.68607763000767
2022-1631737,SQUARE NADAR,266.0621001524429
2022-1631741,JARDIN DE NOTRE DAME DE FATIMA,296.34947949371167
2022-1631742,SQUARE ERNEST CHAUSSON,209.77351514381735
2022-1631744,SQUARE DAMPIERRE - ROUVET,212.0575625749328
2022-1631746,SQUARE MONTHOLON,157.80960845253637
2022-1631772,JARDIN DE LA RUE REBEVAL,377.5803997061216
2022-1631784,ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES,159.87697144853146
2022-1631787,JARDIN DE LA RUE DU SIMPLON (JARDIN D'ENFANTS),129.04716518042065
2022-1631797,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,117.15840252830763
2022-1631801,SQUARE ALEXIS CLEREL DE TOCQUEVILLE,486.8345743062637
2022-1631812,SQUARE DES EPINETTES,41.017938348733274
2022-1631824,SQUARE DU PASSAGE LEON,425.55274090881403
2022-1631826,JARDIN DE L'HOTEL DE SENS,331.08405163113616
2022-1631843,SQUARE DES BATIGNOLLES,343.4447959030911
2022-1631851,SQUARE SERGE REGGIANI,347.62996161170736
2022-1631854,JARDIN GABRIELE BUFFET,367.95714312519226
2022-1631857,SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE,254.9297559237323
2022-1631864,SQUARE DU CARDINAL PETIT DE JULLEVILLE,212.9790897656118
2022-1631865,SQUARE DES EPINETTES,214.11823520961295
2022-1631871,JARDIN MARIA VERONE,86.60887035942599
2022-1631874,ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES,215.26222092303234
2022-1631880,SQUARE JULES VERNE,255.6399774371143
2022-1631881,SQUARE ALBERT BESNARD,247.0050825904351
2022-1631881,SQUARE ALBERT BESNARD,247.0050825904351
2022-1631882,SQUARE MARC SEGUIN,230.56008884303344
2022-1631892,JARDIN PAULE MINCK,326.6778314880692
2022-1631898,SQUARE JACQUES BIDAUT,453.09634943301756
2022-1631904,JARDIN DU 8 RUE DE LA MADONE (JARDIN EVANGILE),128.69055565693208
2022-1631913,SQUARE DU PASSAGE LEON,345.27746488335515
2022-1631915,SQUARE ERNEST GOUIN,133.8474857826206
2022-1631919,JARDIN DE L'HOSPICE DEBROUSSE,406.54385682904467
2022-1631920,SQUARE ALBERT BESNARD,247.0050825904351
2022-1631924,SQUARE DES SAINTS-SIMONIENS - MENILMONTANT,69.81421700073321
2022-1631926,SQUARE EMILE CHAUTEMPS,439.5172277285308
2022-1631941,PROMENADE PC 17 TRANCHEE PEREIRE,184.16578538416277
2022-1631952,SQUARE DU PASSAGE MONCEY,120.85741683909846
2022-1631959,SQUARE DE LA TOUR SAINT-JACQUES,524.0690307614988
2022-1631960,JARDIN DE LA MAIRIE DU VIIIEME,451.71569246309747
2022-1631971,SQUARE JEHAN RICTUS,259.17310566391245
2022-1631972,JARDIN DE L'HOSPICE DEBROUSSE,353.43925272340704
2022-1631973,PARC DES BUTTES CHAUMONT,337.171141385382
2022-1631977,SQUARE LOUIS XVI,587.2302751518561
2022-1631978,JARDIN DE LA GARE DE CHARONNE,260.0904862172919
2022-1631991,SQUARE JEAN PERRIN,497.0196964193257
2022-1632012,JARDIN NELSON MANDELA,553.7732388665462
2022-1632030,JARDIN PAUL DIDIER,188.59975371890238
2022-1632056,JARDIN CASQUE D'OR,233.1875050578526
2022-1632067,JARDIN DE L'ILOT RIQUET,278.50792222068685
2022-1632068,SQUARE DU DOCTEUR J. J. GRANCHER,252.70656958609854
2022-1632070,SQUARE ALEX BISCARRE,176.4004649379892
2022-1632071,JARDIN RUE DU CHALET,249.3583643418226
2022-1632083,JARDIN ANDRE ULMANN,137.98664973276078
2022-1632099,SQUARE DU QUAI DE LA SEINE,196.12503438535228
2022-1632102,SQUARE ARISTIDE CAVAILLE-COLL,368.89710343244576
2022-1632107,JARDIN RUE DU CHALET,249.3583643418226
2022-1632117,SQUARE DE L'ILE DE FRANCE,198.05746385762345
2022-1632128,JARDIN LOUISE WEBER DITE LA GOULUE,340.4293598680307
2022-1632154,SQUARE DE LA MADONE,111.7213341646251
2022-1632155,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),90.85046520441318
2022-1632161,SQUARE DU QUAI DE LA SEINE,382.47782342701106
2022-1632163,JARDIN DE LA RUE NOEL BALLAY,188.69892053188647
2022-1632174,JARDIN DU CARRE DE BAUDOIN,121.72834771267628
2022-1632179,JARDIN CROMOT-DU BOURG,361.2354675719852
2022-1632182,SQUARE BERLIOZ,270.13228390792796
2022-1632184,SQUARE PAUL ROBIN,279.8716351325044
2022-1632188,JARDIN PIERRE SEGHERS,291.61814687554937
2022-1632191,SQUARE DE LA TOUR SAINT-JACQUES,263.6838826308398
2022-1632195,JARDIN DE LA RUE COMPANS,158.87963559093214
2022-1632208,SQUARE RUES BELLEVILLE - TELEGRAPHE,151.10549454720135
2022-1632209,JARDIN HEROLD,352.74521044941343
2022-1632218,PARC MONCEAU,420.32977884442636
2022-1632225,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,52.39398833725849
2022-1632232,SQUARE DU PASSAGE LEON,371.21179778648053
2022-1632240,JARDIN JACQUES AUDIBERTI,52.15421944587051
2022-1632243,JARDIN DE NOTRE DAME DE FATIMA,165.05034351812807
2022-1632266,JARDIN DES PETITES RIGOLES,47.6530228565305
2022-1632269,PARC MONCEAU,420.32977884442636
2022-1632271,JARDIN DES OISEAUX,123.47104592140236
2022-1632279,SQUARE EMILY DICKINSON,230.0580566068523
2022-1632284,JARDIN DE L'ILOT RIQUET,137.8042562599062
2022-1632285,JARDIN FRANCOISE HELENE JOURDA,185.31497636152608
2022-1632293,SQUARE MARCEL MOULOUDJI,679.207341644548
2022-1632299,SQUARE ERNEST CHAUSSON,264.6352614643431
2022-1632304,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,161.7519901041701
2022-1632312,SQUARE JEAN LECLAIRE,42.99828782160947
2022-1632322,JARDIN LOUISE WEBER DITE LA GOULUE,117.86774821534986
2022-1632325,JARDIN CROMOT-DU BOURG,175.42999128264216
2022-1632326,SQUARE YILMAZ GUNEY,158.47908081089932
2022-1632335,JARDIN RUE DU CHALET,134.12235383848977
2022-1632339,JARDIN PAUL DIDIER,226.2767699927759
2022-1632340,SQUARE DU PASSAGE LEON,296.3624766292596
2022-1632351,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),433.5281451944859
2022-1632353,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),433.5281451944859
2022-1632368,SQUARE EUGENIE COTTON,299.8278297353378
2022-1632376,SQUARE DAMPIERRE - ROUVET,331.4166543462609
2022-1632385,JARDIN DE LA RUE GINETTE NEVEU,408.28643393174275
2022-1632401,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,200.51752557106167
2022-1632401,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,200.51752557106167
2022-1632401,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,200.51752557106167
2022-1632409,JARDIN DU 8 RUE DE LA MADONE (JARDIN EVANGILE),109.30889851556938
2022-1632413,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,200.51752557106167
2022-1632415,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,200.51752557106167
2022-1632416,JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON,200.51752557106167
2022-1632423,SQUARE EMILE CHAUTEMPS,131.53184299277038
2022-1632429,SQUARE DU PETIT BOIS,300.10588656165356
2022-1632434,JARDIN FRANCOISE HELENE JOURDA,132.5380164720408
2022-1632452,JARDIN HENRI SAUVAGE,261.61542386850823
2022-1632470,SQUARE ERNEST GOUIN,334.3590969183432
2022-1632471,SQUARE PAUL ROBIN,183.04935083741037
2022-1632498,JARDIN DE L'HOTEL DE SENS,337.86184100176706
2022-1632500,SQUARE SAINTE-HELENE,57.20311082317778
2022-1632504,JARDIN DE LA RUE DES COURONNES,394.91384472009884
2022-1632507,SQUARE DU PASSAGE LEON,243.02920941714896
2022-1632509,SQUARE LOUVOIS,323.6496096738565
2022-1632516,SQUARE BERLIOZ,238.30025483356937
2022-1632521,SQUARE BERLIOZ,238.30025483356937
2022-1632523,JARDIN DE LA RUE REBEVAL,107.65971961342179
2022-1632527,SQUARE SAINTE-HELENE,255.74788084626982
2022-1632529,SQUARE NADAR,124.69899260090051
2022-1632529,SQUARE NADAR,124.69899260090051
2022-1632531,SQUARE EMILE CHAUTEMPS,460.9333739810437
2022-1632536,SQUARE DU PASSAGE LEON,264.2014184093362
2022-1632538,JARDIN DU PERE THEILHARD DE CHARDIN,319.7247686019601
2022-1632541,SQUARE ARISTIDE CAVAILLE-COLL,210.03167720598856
2022-1632542,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),317.54742382414
2022-1632542,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),317.54742382414
2022-1632542,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),317.54742382414
2022-1632543,JARDIN CROMOT-DU BOURG,291.5570899102521
2022-1632546,JARDIN CROMOT-DU BOURG,411.8672891559892
2022-1632546,JARDIN CROMOT-DU BOURG,411.8672891559892
2022-1632551,SQUARE DES EPINETTES,239.96185879488144
2022-1632569,SQUARE BERLIOZ,238.30025483356937
2022-1632574,SQUARE DE LA TOUR SAINT-JACQUES,364.6640398550696
2022-1632577,SQUARE BERLIOZ,238.30025483356937
2022-1632581,JARDIN MARIELLE-FRANCO,166.8879640195031
2022-1632583,MAIL MARCEL ACHARD,203.45442586434837
2022-1632586,PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING,91.0003010561325
2022-1632592,JARDIN CROMOT-DU BOURG,253.43151452118462
2022-1632592,JARDIN CROMOT-DU BOURG,253.43151452118462
2022-1632601,SQUARE LOUISE MICHEL,260.9476058206468
2022-1632602,JARDIN MASHA JINA AMINI,262.7437269221264
2022-1632605,JARDIN D'EOLE,151.14045139735015
2022-1632616,SQUARE YILMAZ GUNEY,100.18808967008678
2022-1632623,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),476.70457782804317
2022-1632627,JARDIN DE LA RUE REBEVAL,508.9210980957537
2022-1632629,SQUARE DU PASSAGE LEON,140.58183816053668
2022-1632632,JARDIN DU 60 RUE DE LA JUSTICE,177.50630878710945
2022-1632635,JARDIN NUSCH ELUARD,201.61372193998005
2022-1632641,JARDIN NUSCH ELUARD,17.293168296296365
2022-1632684,SQUARE BERLIOZ,177.40978129300768
2022-1632692,JARDIN DU 60 RUE DE LA JUSTICE,93.94358373296728
2022-1632694,SQUARE DE LA SALAMANDRE,276.2461869519717
2022-1632696,SQUARE DES DEUX NETHES,95.77812074559651
2022-1632702,JARDIN DE VITALY,118.018977690014
2022-1632705,JARDIN DE L EGLISE SAINT GERMAIN DE CHARONNE,68.82131265177566
2022-1632711,TERRAIN DE BOULES AVENUE JUNOT,256.36298778259476
2022-1632712,JARDIN DE LA RUE REBEVAL,371.9808813817525
2022-1632718,SQUARE DU TEMPLE - ELIE WIESEL,83.45121044076815
2022-1632724,SQUARE SAINT-BERNARD - SAID BOUZIRI,265.7105170360548
2022-1632735,SQUARE DU SERGENT AURELIE SALEL,194.66661949059178
2022-1632740,JARDIN DE VITALY,146.97220161505717
2022-1632743,SQUARE JACQUES BIDAUT,495.5813170338814
2022-1632748,SQUARE DU QUAI DE LA LOIRE,627.4871480080504
2022-1632753,SQUARE DU QUAI DE LA LOIRE,627.4871480080504
2022-1632761,SQUARE PAUL ROBIN,186.28844838346947
2022-1632763,SQUARE ERNEST GOUIN,192.92098044229638
2022-1632765,SQUARE DU PASSAGE MONCEY,295.29314275172544
2022-1632773,SQUARE SAINT-LAURENT,304.7117768387857
2022-1632776,JARDIN DE VITALY,118.018977690014
2022-1632778,SQUARE EMILE CHAUTEMPS,167.79289028027333
2022-1632780,PROMENADE PC 19 - THIONVILLE - JAURES,455.1236501599467
2022-1632782,SQUARE FREDERIC LEMAITRE,130.71716680176507
2022-1632785,JARDIN DU VER TETU,338.6406614234754
2022-1632787,SQUARE JULES FERRY,309.6483597705069
2022-1632787,SQUARE JULES FERRY,309.6483597705069
2022-1632789,SQUARE DE L'EGLISE NOTRE-DAME DE LA CROIX,160.9562855113595
2022-1632790,SQUARE DE LA RUE CURIAL,151.61555947257887
2022-1632802,JARDIN TERESKA TORRES-LEVIN,320.7697867858359
2022-1632803,JARDIN RUE DU CHALET,289.58331626971625
2022-1632814,JARDIN NUSCH ELUARD,312.5986436271274
2022-1632815,SQUARE DE JESSAINT,131.2974402382158
2022-1632819,SQUARE BERLIOZ,392.43325425218626
2022-1632828,SQUARE SARAH BERNHARDT,312.62457237960314
2022-1632829,SQUARE MARC SEGUIN,145.73417660899628
2022-1632836,JARDIN GABRIELE BUFFET,295.14706649703805
2022-1632838,PROMENADE PEREIRE - LEBON / GUERSANT,204.86924519835406
2022-1632841,SQUARE AMADOU HAMPATE BA,246.4946113016029
2022-1632846,SQUARE BERLIOZ,524.8087547796838
2022-1632848,JARDIN PIERRE SEGHERS,274.3058173585581
2022-1632857,SQUARE SAINT-BERNARD - SAID BOUZIRI,395.4333651634751
2022-1632859,SQUARE LOUVOIS,294.12668018367907
2022-1632860,SQUARE SAINT-BERNARD - SAID BOUZIRI,395.4333651634751
2022-1632863,SQUARE SAINT-LAURENT,268.0318482513323
2022-1632865,JARDIN DE NOTRE DAME DE FATIMA,156.6805075039581
2022-1632867,SQUARE DES BATIGNOLLES,315.81385226587923
2022-1632868,SQUARE DAMPIERRE - ROUVET,300.77506032043124
2022-1632876,JARDIN DE LA RUE COMPANS,169.56456111500248
2022-1632886,JARDIN PAULE MINCK,283.4127323411222
2022-1632888,SQUARE MARCEL MOULOUDJI,482.22425607646016
2022-1632891,JARDIN DE LA RUE REBEVAL,377.5803997061216
2022-1632926,JARDIN PIERRE SEGHERS,171.08609276953797
2022-1632928,SQUARE SAINTE-HELENE,182.09770537520117
2022-1632938,SQUARE JOEL LE TAC,118.80397917639058
2022-1632940,SQUARE DU PASSAGE LEON,486.27548691476153
2022-1632943,SQUARE LOUISE MICHEL,550.629110949552
2022-1632952,SQUARE MARCEL MOULOUDJI,171.48704031916958
2022-1632953,SQUARE DU TEMPLE - ELIE WIESEL,112.90534540586647
2022-1632954,JARDIN NUSCH ELUARD,78.29257533672053
2022-1632956,SQUARE MARC SEGUIN,195.40749838062442
2022-1632957,SQUARE EMILE CHAUTEMPS,445.49333368873494
2022-1632958,SQUARE RUE PETIT,269.13567856622325
2022-1632964,JARDIN PIXERECOURT,89.23572073162359
2022-1632966,SQUARE RUE PETIT,255.50731255034458
2022-1632971,SQUARE EUGENE VARLIN,366.7367089167779
2022-1632972,JARDIN DE LA RUE NOEL BALLAY,178.1415720044872
2022-1632975,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,180.84943836502035
2022-1632983,SQUARE ARISTIDE CAVAILLE-COLL,308.8880561363284
2022-1633004,PARC MARCEL BLEUNSTEIN-BLANCHET DIT PARC DE LA TURLURE,394.77400593513005
2022-1633040,SQUARE LOUISE MICHEL,197.90431340563012
2022-1633045,JARDIN FRANCOISE HELENE JOURDA,207.90484537647555
2022-1633047,SQUARE PAUL PARAY,128.97670427226
2022-1633056,SQUARE SAINT-LAURENT,420.88484591725285
2022-1633058,JARDIN PAULE MINCK,136.84782144366537
2022-1633063,PROMENADE PC 19 - THIONVILLE - JAURES,316.62328374498026
2022-1633064,JARDIN DE L'HOSPICE DEBROUSSE,181.48011201050127
2022-1633065,TERRAIN DE BOULES AVENUE JUNOT,129.42002176779405
2022-1633066,SQUARE DU PASSAGE MONCEY,234.64533505767125
2022-1633066,SQUARE DU PASSAGE MONCEY,234.64533505767125
2022-1633069,JARDIN DE LA RUE DU SIMPLON (JARDIN D'ENFANTS),141.04241230318004
2022-1633076,JARDIN CASQUE D'OR,335.32922481262443
2022-1633078,JARDIN DE LA MAIRIE DU VIIIEME,587.6866441912666
2022-1633103,JARDIN DE L'HOSPICE DEBROUSSE,53.436066542536686
2022-1633110,SQUARE PAUL PARAY,128.97670427226
2022-1633110,SQUARE PAUL PARAY,128.97670427226
2022-1633113,SQUARE LEON SERPOLLET,85.14487341959143
2022-1633123,JARDIN RUE DU CHALET,301.7908063732229
2022-1633129,PLATE-BANDES DU BOULEVARD SERURIER ESPACE CANIN,135.1813372765052
2022-1633136,JARDIN CROMOT-DU BOURG,85.9225492830497
2022-1633146,JARDIN DU VER TETU,203.45123796158532
2022-1633147,SQUARE DU PASSAGE MONCEY,170.1144496252341
2022-1633161,JARDIN DE L'ILOT RIQUET,270.31838019122483
2022-1633167,PROMENADE PC 19 - THIONVILLE - JAURES,230.69187565306515
2022-1633177,JARDIN D'EOLE,203.48693385383993
2022-1633190,SQUARE DU DOCTEUR J. J. GRANCHER,162.66651513055984
2022-1633191,SQUARE DES BATIGNOLLES,534.8306893327424
2022-1633198,SQUARE BERLIOZ,319.71413627825063
2022-1633203,SQUARE SARAH BERNHARDT,198.68418601369868
2022-1633204,SQUARE SAINT-LAURENT,241.60028402008595
2022-1633217,SQUARE ARISTIDE CAVAILLE-COLL,292.387404613597
2022-1633228,JARDIN RUE DU CHALET,400.73189891387574
2022-1633245,SQUARE MARCEL MOULOUDJI,482.22425607646016
2022-1633252,SQUARE DU TEMPLE - ELIE WIESEL,280.08098517176074
2022-1633268,JARDIN DU VER TETU,338.6406614234754
2022-1633272,SQUARE SAINT-BERNARD - SAID BOUZIRI,317.929989932779
2022-1633273,SQUARE DU TEMPLE - ELIE WIESEL,280.8701285265906
2022-1633282,JARDIN ANDRE ULMANN,251.22625773204888
2022-1633287,SQUARE PAUL ROBIN,186.28844838346947
2022-1633288,SQUARE NADAR,102.67159210746424
2022-1633297,JARDIN SAINT-LAZARE,147.90208124186688
2022-1633308,SQUARE RUE PETIT,269.13567856622325
2022-1633311,JARDIN SAINT-LAZARE,147.90208124186688
2022-1633318,JARDIN DU 60 RUE DE LA JUSTICE,177.50630878710945
2022-1633319,JARDIN SAINT-LAZARE,237.81572439190765
2022-1633325,SQUARE DE LA TOUR SAINT-JACQUES,150.45852499411424
2022-1633340,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,287.73429010623937
2022-1633350,JARDIN D'EOLE,129.01909017391887
2022-1633352,JARDIN D'EOLE,338.6021322600479
2022-1633356,JARDIN SAINT-LAZARE,147.90208124186688
2022-1633362,SQUARE ARISTIDE CAVAILLE-COLL,317.5853873609635
2022-1633371,JARDIN NELSON MANDELA,380.25916461709227
2022-1633372,SQUARE SAINT-LAURENT,436.705152362782
2022-1633375,MAIL MARCEL ACHARD,213.3895709578399
2022-1633387,SQUARE LOUISE MICHEL,347.67271344026136
2022-1633388,JARDIN DES RUES MARONITES - PRESSOIR,239.35837055626519
2022-1633395,SQUARE JEHAN RICTUS,128.36298057963427
2022-1633398,SQUARE HELENE,477.8617454480359
2022-1633399,SQUARE JEROME BELLAT,189.0637489344552
2022-1633410,SQUARE DU PASSAGE MONCEY,160.17003407398371
2022-1633411,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),181.37343783351696
2022-1633416,SQUARE MONTHOLON,169.71297767186272
2022-1633430,JARDIN DE LA RUE REBEVAL,156.12889108648437
2022-1633433,SQUARE DES DEUX NETHES,226.80142775544402
2022-1633436,SQUARE ALAIN BASHUNG,71.75078473941839
2022-1633438,JARDIN DE LA RUE DU SIMPLON (JARDIN D'ENFANTS),411.4104273559853
2022-1633440,SQUARE DE LA SALAMANDRE,383.74900482349176
2022-1633455,JARDIN SAINT-VINCENT,205.77856859141488
2022-1633459,SQUARE DES RECOLLETS,56.981630716382284
2022-1633461,SQUARE SAINT-LAURENT,280.81212072955026
2022-1633473,SQUARE DU PASSAGE MONCEY,135.72810195533063
2022-1633483,PARC DES BUTTES CHAUMONT,343.24051591016587
2022-1633490,JARDIN NUSCH ELUARD,197.70289521363898
2022-1633491,SQUARE DU PASSAGE LEON,285.65883042706935
2022-1633502,SQUARE BERLIOZ,487.47331669907487
2022-1633516,SQUARE EUGENIE COTTON,299.8278297353378
2022-1633537,SQUARE SAINTE-HELENE,255.74788084626982
2022-1633546,SQUARE EDOUARD VAILLANT,125.59758578704788
2022-1633552,SQUARE JEHAN RICTUS,365.49806035207985
2022-1633556,JARDIN HENRI SAUVAGE,414.4272288173195
2022-1633559,PARC MONCEAU,485.5845831356593
2022-1633563,PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING,28.856321046241334
2022-1633570,SQUARE ALAIN BASHUNG,174.78110648656408
2022-1633581,SQUARE DE LA RUE HENRI HUCHARD,309.76459587080495
2022-1633584,SQUARE SAINTE-HELENE,161.0196180369859
2022-1633586,JARDIN CASQUE D'OR,45.067327594869745
2022-1633587,SQUARE DU DOCTEUR J. J. GRANCHER,198.01960566454588
2022-1633592,JARDIN NELSON MANDELA,244.3705723307956
2022-1633592,JARDIN NELSON MANDELA,244.3705723307956
2022-1633592,JARDIN NELSON MANDELA,244.3705723307956
2022-1633592,JARDIN NELSON MANDELA,244.3705723307956
2022-1633597,JARDIN DE LA BIBLIOTHEQUE THIERS (FONDATION DOSNE),380.27225431518065
2022-1633609,SQUARE DU PASSAGE LEON,356.9111346663474
